plz,x,z,power_kw,year
38836,0.100544,-0.290544,2000.0,2005
38836,0.100978,-0.272422,2000.0,2004
38836,0.091348,-0.286133,2000.0,2004
38836,0.105812,-0.285001,2000.0,2004
49086,-0.561707,-0.368553,600.0,1998
26725,-0.761536,-0.73408,1500.0,1997
17438,0.784766,-0.959525,1500.0,2001
16792,0.698268,-0.614269,2000.0,2003
25850,-0.298902,-1.134848,2500.0,2012
04938,0.68272,-0.143551,2000.0,2012
57234,-0.5621,0.110181,2500.0,2010
16792,0.699889,-0.611808,2000.0,2004
59269,-0.578203,-0.20714,1000.0,2001
16792,0.694888,-0.614681,2000.0,2004
16792,0.701565,-0.617788,2000.0,2004
16928,0.401518,-0.63999,2300.0,2013
29640,-0.155473,-0.664458,2000.0,2015
29640,-0.146914,-0.656048,2000.0,2015
29640,-0.158221,-0.654086,2000.0,2015
21255,-0.181633,-0.702772,2000.0,2015
29640,-0.150269,-0.667034,2000.0,2015
59427,-0.676779,-0.125047,800.0,2011
29439,0.162036,-0.60359,2000.0,2009
17268,0.744343,-0.681943,2300.0,2012
28197,-0.422581,-0.65371,150.0,1991
55232,-0.559378,0.475728,3050.0,2015
29439,0.169987,-0.616538,2000.0,2009
29439,0.170421,-0.598417,2000.0,2009
66693,-0.929238,0.559409,3450.0,2016
31177,-0.11395,-0.347361,300.0,1996
15345,0.819895,-0.485665,1650.0,2001
06369,0.371676,-0.183475,3300.0,2016
06369,0.378353,-0.186583,3300.0,2016
29439,0.160791,-0.612128,2000.0,2009
16909,0.485162,-0.669423,600.0,1996
67246,-0.529028,0.53413,2350.0,2016
29439,0.175255,-0.610996,2000.0,2009
25850,-0.292225,-1.137956,2500.0,2012
25850,-0.296355,-1.127863,2500.0,2012
04924,0.701923,-0.108793,2050.0,2012
29439,0.163511,-0.597655,2000.0,2009
55234,-0.54831,0.495422,800.0,2010
97990,-0.141406,0.560756,500.0,1997
66693,-0.940545,0.561371,3450.0,2016
29439,0.165794,-0.619416,2000.0,2009
04924,0.694294,-0.132555,2050.0,2012
55234,-0.564875,0.489946,800.0,2010
04924,0.711939,-0.121907,2050.0,2012
67259,-0.512251,0.535284,2300.0,2013
59227,-0.623619,-0.212773,2300.0,2012
04938,0.684341,-0.14109,2000.0,2012
29439,0.17502,-0.600505,2000.0,2009
19395,0.429606,-0.768841,3500.0,2016
04938,0.67934,-0.143962,2000.0,2012
19348,0.350062,-0.657756,600.0,1996
06925,0.624525,-0.192335,800.0,2007
97990,-0.13473,0.557648,1000.0,2000
26723,-0.78485,-0.724934,1800.0,2002
24983,-0.279135,-1.207191,6150.0,2014
26723,-0.79448,-0.738645,1500.0,2001
26723,-0.780015,-0.737513,1500.0,2002
38836,0.094068,-0.27166,2000.0,2004
26723,-0.79176,-0.724172,1500.0,2001
06925,0.620395,-0.182242,800.0,2007
26723,-0.789476,-0.745933,1500.0,2001
26723,-0.780251,-0.727022,1500.0,2001
26723,-0.796816,-0.732497,1500.0,2002
97990,-0.13886,0.567741,1000.0,2003
26723,-0.781436,-0.744411,1500.0,2002
26723,-0.787173,-0.720436,1500.0,2001
26723,-0.794802,-0.744197,1500.0,2001
26723,-0.777157,-0.73355,1500.0,2001
59269,-0.569644,-0.198729,1000.0,2001
91550,-0.031571,0.699514,3300.0,2016
24401,-0.173957,-1.159422,600.0,1995
91550,-0.036572,0.696642,3300.0,2016
24401,-0.178958,-1.162294,600.0,1995
48341,-0.711453,-0.285635,800.0,2007
34431,-0.397164,-0.106837,4200.0,2020
34431,-0.372532,-0.100131,4000.0,2020
66679,-0.897566,0.543982,2000.0,2014
14929,0.580302,-0.298139,3000.0,2016
74744,-0.218372,0.560848,2780.0,2016
74744,-0.223373,0.557976,2780.0,2017
74744,-0.216697,0.554868,2780.0,2016
74744,-0.220827,0.564961,2780.0,2016
74744,-0.222876,0.552093,2780.0,2016
48324,-0.638416,-0.231609,600.0,1999
49744,-0.767985,-0.476167,80.0,1994
06456,0.259939,-0.175242,800.0,2009
36381,-0.226932,0.271086,1500.0,2002
17438,0.792718,-0.972473,1500.0,2001
36381,-0.220255,0.267979,1500.0,2002
36381,-0.224385,0.278072,1500.0,2002
36381,-0.226434,0.265203,1500.0,2002
04519,0.458602,-0.099096,660.0,1999
36381,-0.217875,0.273614,1500.0,2002
36381,-0.229182,0.275575,1500.0,2002
36381,-0.221231,0.262627,1500.0,2002
36381,-0.220797,0.280748,1500.0,2002
04509,0.436472,-0.124063,660.0,1999
04932,0.745203,-0.086049,600.0,2001
36381,-0.230427,0.267037,1500.0,2002
04519,0.453601,-0.101968,660.0,1999
04509,0.450937,-0.122931,660.0,1999
04509,0.439193,-0.10959,660.0,1999
59302,-0.544081,-0.221112,600.0,2000
56814,-0.79288,0.330759,2000.0,2012
29439,0.158454,-0.60598,2000.0,2009
66706,-0.979057,0.558327,3000.0,2018
54611,-0.971231,0.270916,500.0,1997
48291,-0.639645,-0.278165,800.0,2009
56814,-0.794929,0.317891,2000.0,2012
56761,-0.778656,0.318276,2000.0,2011
56761,-0.788286,0.304565,2000.0,2011
54611,-0.964554,0.267808,500.0,1997
06369,0.374223,-0.17649,3300.0,2016
59302,-0.543647,-0.20299,600.0,2000
29640,-0.149836,-0.648913,2000.0,2015
54611,-0.968684,0.277901,1000.0,2000
27607,-0.433352,-0.816653,2300.0,2015
27607,-0.448019,-0.844296,2300.0,2015
16945,0.442266,-0.720053,600.0,2001
66706,-0.970498,0.566737,3000.0,2017
54611,-0.970733,0.265033,600.0,2001
09328,0.55187,0.067583,600.0,1995
27607,-0.423388,-0.83759,2300.0,2015
16945,0.420511,-0.701564,600.0,2001
09328,0.546869,0.064711,600.0,1995
16945,0.427681,-0.736162,600.0,2001
54611,-0.962174,0.273443,600.0,2001
09328,0.553546,0.061603,600.0,1995
16945,0.439365,-0.703435,600.0,2001
54611,-0.973481,0.275404,600.0,2002
09328,0.549416,0.071696,600.0,1995
16945,0.414506,-0.716775,600.0,2001
47669,-0.9869,-0.08095,2300.0,2016
54611,-0.96553,0.262456,2300.0,2016
09328,0.547367,0.058828,600.0,1995
47574,-1.040214,-0.185887,2300.0,2015
47574,-1.031655,-0.177476,2300.0,2011
54611,-0.965096,0.280578,2300.0,2017
46325,-0.863987,-0.220093,655.0,1999
39167,0.2567,-0.321691,1500.0,2002
34431,-0.394288,-0.081641,4200.0,2020
34431,-0.387117,-0.11624,4000.0,2020
59581,-0.510725,-0.099587,500.0,1996
16816,0.557617,-0.579231,800.0,2012
27639,-0.443706,-0.850474,500.0,1994
31600,-0.374347,-0.457737,500.0,1998
06528,0.187261,-0.095316,600.0,1997
31600,-0.365788,-0.449327,500.0,1998
06528,0.188881,-0.092856,600.0,1997
06528,0.183881,-0.095728,600.0,1997
31600,-0.377095,-0.447366,500.0,1998
56759,-0.808497,0.307299,2000.0,2011
56759,-0.813498,0.304427,2000.0,2011
56759,-0.806821,0.301319,2000.0,2011
21734,-0.292283,-0.865016,1500.0,1999
06347,0.281117,-0.142569,1300.0,2001
21734,-0.301914,-0.878727,1500.0,1999
21734,-0.287449,-0.877595,1500.0,1999
25572,-0.29158,-0.917775,1500.0,2001
21734,-0.299193,-0.864253,1500.0,1999
21734,-0.29691,-0.886015,1500.0,2000
25572,-0.289959,-0.915314,1500.0,2001
36266,-0.103377,0.080106,1500.0,2002
21765,-0.398434,-0.86877,600.0,1998
06347,0.273488,-0.16633,1300.0,2001
23992,0.295571,-0.901056,500.0,1997
21765,-0.391757,-0.871878,600.0,1998
21765,-0.395887,-0.861785,600.0,1998
23992,0.297192,-0.898595,500.0,1997
21765,-0.397936,-0.874653,600.0,1998
06188,0.404064,-0.120517,1800.0,2003
37627,-0.201027,-0.226715,1500.0,2003
21765,-0.389378,-0.866243,600.0,1998
39343,0.217177,-0.357019,1500.0,2003
06188,0.392757,-0.118555,1800.0,2003
21765,-0.400684,-0.864282,600.0,1998
21765,-0.392733,-0.87723,600.0,1998
21765,-0.3923,-0.859108,600.0,1998
21765,-0.40193,-0.87282,600.0,1998
31600,-0.369144,-0.460314,500.0,1998
48720,-0.777233,-0.283264,1800.0,2002
21765,-0.387465,-0.871688,600.0,1998
25920,-0.371389,-1.20378,2300.0,2017
24217,-0.021675,-1.078091,1500.0,1999
37627,-0.206028,-0.229587,1500.0,2003
57234,-0.56048,0.112642,2500.0,2010
16928,0.41476,-0.682061,800.0,2010
27639,-0.451335,-0.874235,500.0,1994
44359,-0.736819,-0.134654,2000.0,2005
27639,-0.43369,-0.863588,500.0,1994
39167,0.245393,-0.31973,1500.0,2002
27639,-0.452357,-0.854628,660.0,2001
27639,-0.442703,-0.879386,660.0,2001
27639,-0.437684,-0.851399,660.0,2000
44359,-0.735198,-0.132194,2000.0,2005
24972,-0.164992,-1.195602,600.0,1995
27639,-0.455371,-0.867687,660.0,2000
27639,-0.433959,-0.872398,660.0,2001
24972,-0.169993,-1.198474,600.0,1995
27639,-0.447745,-0.848306,660.0,2001
91555,-0.028408,0.666963,2000.0,2011
27639,-0.449308,-0.879646,660.0,2000
24972,-0.163317,-1.201582,600.0,1995
91596,0.005738,0.67809,2400.0,2016
91596,0.007359,0.68055,2400.0,2016
44359,-0.740199,-0.135066,2000.0,2005
09619,0.710318,0.141333,600.0,2001
32361,-0.466557,-0.378848,600.0,1996
48720,-0.781363,-0.273171,800.0,2007
17291,0.797843,-0.731763,3630.0,2020
31311,-0.074305,-0.415951,3450.0,2020
31311,-0.075868,-0.447291,3450.0,2020
26169,-0.637318,-0.620219,600.0,1995
26169,-0.612164,-0.633935,600.0,1995
26169,-0.624212,-0.599723,600.0,1995
74585,-0.093244,0.635032,3300.0,2016
74585,-0.091624,0.637493,3300.0,2016
74585,-0.096624,0.634621,3300.0,2016
54298,-0.935088,0.431571,2000.0,2010
54298,-0.926529,0.439982,2000.0,2010
54298,-0.937836,0.441943,2000.0,2009
54298,-0.929885,0.428995,2000.0,2009
54298,-0.929451,0.447116,2000.0,2010
54298,-0.939081,0.433405,2000.0,2010
16845,0.485342,-0.551817,2000.0,2009
16866,0.462948,-0.623318,2000.0,2010
16866,0.460384,-0.589717,2000.0,2010
16866,0.445717,-0.61736,2000.0,2010
16866,0.470348,-0.610653,2000.0,2010
16866,0.448593,-0.592164,2000.0,2010
30982,-0.16932,-0.360997,2000.0,2010
30982,-0.167699,-0.358536,2000.0,2010
30982,-0.1727,-0.361408,2000.0,2010
26736,-0.82023,-0.763537,600.0,1996
25850,-0.298404,-1.140731,2500.0,2012
88636,-0.260244,1.102517,1000.0,1997
49696,-0.610458,-0.571204,1500.0,2002
48477,-0.687063,-0.376091,2000.0,2011
06449,0.237351,-0.209493,750.0,1999
06449,0.251816,-0.208361,750.0,1999
06449,0.240072,-0.19502,750.0,1999
49696,-0.602506,-0.584152,500.0,1995
06449,0.242355,-0.216781,750.0,1999
49696,-0.602073,-0.56603,500.0,1995
06449,0.251581,-0.19787,750.0,1999
25850,-0.289845,-1.132321,2400.0,2012
06449,0.235015,-0.203345,750.0,1999
16244,0.776028,-0.5599,1500.0,2003
06721,0.351054,0.022138,800.0,2008
06449,0.250396,-0.21526,750.0,1999
25850,-0.301152,-1.13036,2500.0,2012
06449,0.244659,-0.191284,750.0,1999
06449,0.23703,-0.215045,750.0,1999
49577,-0.623212,-0.459696,30.0,2013
06449,0.254675,-0.204398,750.0,1999
06449,0.236008,-0.195438,750.0,1999
06449,0.245662,-0.220197,750.0,1999
35713,-0.501223,0.121979,800.0,1997
06449,0.250682,-0.192209,750.0,1999
04519,0.460278,-0.105076,600.0,1998
06449,0.232994,-0.208497,750.0,1999
06449,0.254406,-0.213208,750.0,1999
49419,-0.452728,-0.453174,2000.0,2007
48324,-0.636795,-0.229148,2300.0,2006
48324,-0.641796,-0.23202,1500.0,2005
56729,-0.789761,0.274884,2000.0,2011
04519,0.456148,-0.094983,600.0,1998
26892,-0.752276,-0.594736,600.0,1998
04519,0.454099,-0.107851,600.0,1998
04519,0.462658,-0.09944,600.0,1998
48324,-0.635119,-0.235128,1500.0,2006
04519,0.451351,-0.097479,600.0,1998
04519,0.459302,-0.110427,600.0,1998
04519,0.459736,-0.092306,600.0,1998
56729,-0.799391,0.261173,2000.0,2011
04519,0.450106,-0.106017,600.0,1998
04519,0.46457,-0.104885,600.0,1998
67596,-0.530037,0.475273,600.0,1999
21734,-0.287684,-0.867103,1500.0,1999
21734,-0.30425,-0.872579,1500.0,1999
25761,-0.383984,-1.00465,25.0,1999
27639,-0.432621,-0.857585,2300.0,2015
18375,0.495152,-1.086919,300.0,1993
18375,0.496772,-1.084459,300.0,1993
09322,0.539628,0.078075,600.0,1996
39343,0.195422,-0.338529,3230.0,2017
09322,0.534627,0.075203,600.0,1996
09322,0.541304,0.072095,600.0,1996
39343,0.202593,-0.373128,600.0,1998
39624,0.22643,-0.50632,3600.0,2020
39624,0.241811,-0.518234,3600.0,2020
34431,-0.375433,-0.083512,4200.0,2020
34431,-0.400293,-0.096852,4200.0,2020
26409,-0.662082,-0.809595,500.0,1995
66606,-0.790824,0.579259,2400.0,2015
66606,-0.792873,0.566391,2400.0,2015
29593,-0.011088,-0.613279,2000.0,2009
29593,-0.015218,-0.603186,2000.0,2009
29593,-0.017267,-0.616054,2000.0,2009
29593,-0.008708,-0.607644,2000.0,2009
29593,-0.020015,-0.605683,2000.0,2009
30900,-0.172398,-0.462131,800.0,2010
30900,-0.176528,-0.452038,800.0,2010
30900,-0.178577,-0.464907,800.0,2010
30900,-0.170018,-0.456496,800.0,2010
66629,-0.772873,0.543332,2500.0,2011
66629,-0.766196,0.540224,2500.0,2011
66629,-0.770326,0.550317,2500.0,2011
66629,-0.772375,0.537449,2500.0,2011
66629,-0.763817,0.545859,2500.0,2011
66629,-0.775123,0.54782,2500.0,2011
17291,0.842441,-0.73047,2300.0,2020
04668,0.545862,-0.01387,5.0,2012
27624,-0.389971,-0.827248,3050.0,2014
88636,-0.258623,1.104978,1000.0,1997
53940,-0.95699,0.238825,1500.0,2007
54426,-0.841056,0.475334,3450.0,2017
53937,-0.95861,0.207638,1500.0,2000
88636,-0.263624,1.102106,1000.0,1997
21729,-0.278365,-0.884971,1500.0,1999
26441,-0.627627,-0.798186,3000.0,2010
21729,-0.283365,-0.887843,1500.0,1999
26935,-0.485092,-0.742876,2300.0,2016
21729,-0.276689,-0.890951,1500.0,1999
26441,-0.62095,-0.801294,2300.0,2012
49453,-0.478913,-0.476894,2500.0,2014
54426,-0.843105,0.462466,3450.0,2017
39326,0.274978,-0.367927,600.0,1997
26409,-0.646701,-0.821509,2300.0,2011
48324,-0.639249,-0.225035,2300.0,2006
25881,-0.425116,-1.056389,10.0,2014
25850,-0.293201,-1.143308,2500.0,2012
29614,-0.149725,-0.614355,800.0,2007
49406,-0.459569,-0.521769,2300.0,2013
29614,-0.148104,-0.611894,800.0,2007
49406,-0.445104,-0.520637,2300.0,2013
49406,-0.456849,-0.507296,2300.0,2013
53940,-0.968734,0.252166,1500.0,2007
53940,-0.966451,0.230405,1500.0,2006
49406,-0.454565,-0.529057,2350.0,2014
53940,-0.957225,0.249316,1500.0,2006
25850,-0.292767,-1.125186,2500.0,2012
49406,-0.44534,-0.510146,2350.0,2014
53940,-0.973791,0.243841,1500.0,2006
49406,-0.461905,-0.515621,2300.0,2014
49406,-0.446525,-0.527536,2300.0,2014
27624,-0.381412,-0.818838,3050.0,2014
48324,-0.641298,-0.237903,2300.0,2006
49328,-0.477715,-0.347802,250.0,1996
27624,-0.392719,-0.816876,3050.0,2014
19386,0.394043,-0.769669,900.0,2001
47608,-1.001564,-0.116021,1500.0,2006
48324,-0.632739,-0.229493,2300.0,2006
39343,0.214277,-0.3404,600.0,1998
47608,-0.993613,-0.128969,1500.0,2006
23769,0.165398,-1.093848,2300.0,2006
27639,-0.456067,-0.858182,2300.0,2015
39343,0.189417,-0.35374,1500.0,2003
23769,0.155767,-1.107559,2300.0,2006
23769,0.170232,-1.106427,2300.0,2007
27639,-0.438172,-0.880165,2300.0,2015
39343,0.214571,-0.367456,2500.0,2010
23769,0.158488,-1.093086,2300.0,2007
23769,0.160771,-1.114847,2300.0,2007
23769,0.169997,-1.095936,2300.0,2007
23769,0.153431,-1.101412,2300.0,2007
23769,0.168812,-1.113326,2300.0,2007
23769,0.163075,-1.089351,2300.0,2007
23769,0.155446,-1.113112,2300.0,2007
23769,0.173091,-1.102464,2300.0,2007
23769,0.154424,-1.093504,2300.0,2007
23769,0.164078,-1.118263,2300.0,2007
23769,0.169098,-1.090275,2300.0,2007
23769,0.15141,-1.106563,2300.0,2007
18239,0.346798,-0.951457,500.0,1996
25884,-0.307954,-1.148267,6.0,2010
27404,-0.276326,-0.694731,600.0,2002
25887,-0.295009,-1.088881,6.0,2010
46325,-0.866036,-0.232961,23.0,2013
54518,-0.872535,0.404781,4.0,2017
06796,0.421525,-0.132358,800.0,2010
06796,0.423146,-0.129897,800.0,2012
27404,-0.292891,-0.700207,600.0,2002
91448,0.064393,0.534427,625.0,2003
54483,-0.784155,0.424401,1000.0,1999
54426,-0.834547,0.470877,1500.0,2001
55491,-0.766223,0.418935,600.0,1997
54646,-0.971053,0.403609,800.0,2009
26434,-0.590814,-0.832413,500.0,1993
26434,-0.618713,-0.824596,225.0,1992
01906,0.893579,-0.003583,2000.0,2003
01906,0.895199,-0.001122,2000.0,2003
01906,0.890199,-0.003994,2000.0,2003
01906,0.896875,-0.007102,2000.0,2003
01906,0.892745,0.002991,2000.0,2003
01906,0.890696,-0.009877,2000.0,2003
17291,0.808763,-0.689302,4000.0,2020
06295,0.276613,-0.122593,1500.0,2009
22043,-0.084987,-0.802137,6.0,2014
26736,-0.786577,-0.786705,280.0,1993
27639,-0.440737,-0.846564,600.0,1995
49457,-0.493545,-0.503418,800.0,2013
31191,-0.119516,-0.365929,2000.0,2002
56814,-0.78637,0.326302,2000.0,2010
26506,-0.796637,-0.814996,500.0,1994
26409,-0.652438,-0.797534,2300.0,2010
27639,-0.455404,-0.874207,600.0,1995
27478,-0.418538,-0.885886,3000.0,2016
27639,-0.430773,-0.867501,600.0,1995
27639,-0.452528,-0.849011,600.0,1995
26441,-0.62508,-0.791201,2300.0,2010
39343,0.202523,-0.333244,500.0,1997
16845,0.460482,-0.565157,850.0,2002
54636,-0.949751,0.389535,1500.0,2006
16845,0.485637,-0.578873,850.0,2002
17291,0.813625,-0.751614,800.0,2014
17291,0.840432,-0.700855,800.0,2014
25920,-0.383133,-1.190439,6.0,2014
56814,-0.797677,0.328263,2000.0,2010
54636,-0.94813,0.391996,1500.0,2006
17291,0.795802,-0.713144,800.0,2015
17291,0.834862,-0.746188,800.0,2015
25860,-0.330439,-1.113615,2000.0,2012
26935,-0.477141,-0.755825,2300.0,2015
36369,-0.273954,0.195182,1300.0,2000
36369,-0.28526,0.197144,1300.0,2000
36369,-0.277309,0.184196,1300.0,2000
36369,-0.276876,0.202317,1300.0,2000
36369,-0.286506,0.188606,1300.0,2000
36369,-0.272041,0.189738,1300.0,2000
36369,-0.283786,0.203079,1300.0,2000
36369,-0.281502,0.181318,1300.0,2000
99634,0.124539,0.002545,4200.0,2020
99634,0.12616,0.005006,4200.0,2020
26736,-0.800234,-0.73765,500.0,1995
33165,-0.358772,-0.140544,2350.0,2020
06682,0.391466,0.025563,3933.0,2020
78183,-0.471745,1.081937,95.0,1991
15518,0.888071,-0.405993,1500.0,2002
09322,0.537174,0.082188,600.0,1996
47608,-0.99318,-0.110848,800.0,2010
59227,-0.609154,-0.211641,200.0,1995
54655,-0.924533,0.369623,2000.0,2004
25873,-0.307696,-1.094246,2050.0,2013
54558,-0.847543,0.352062,1000.0,2004
33165,-0.389563,-0.147049,3050.0,2015
18196,0.41907,-0.951216,2000.0,2002
18196,0.425747,-0.954324,2000.0,2002
33181,-0.402255,-0.100558,2300.0,2013
26937,-0.50503,-0.764202,15.0,2020
54317,-0.878552,0.484003,660.0,1999
33181,-0.419942,-0.116846,2300.0,2013
33142,-0.447428,-0.137526,2300.0,2014
95195,0.367694,0.362736,2780.0,2017
19077,0.237195,-0.766835,2500.0,2006
14641,0.559849,-0.485358,1500.0,2003
33142,-0.438869,-0.129115,2300.0,2014
09322,0.535125,0.06932,600.0,1996
59227,-0.620898,-0.198299,2300.0,2011
19061,0.226185,-0.809477,1500.0,2005
53945,-0.886175,0.253103,660.0,1999
14641,0.5678,-0.498306,1500.0,2003
31246,-0.051741,-0.371055,1300.0,2003
14641,0.568233,-0.480184,1500.0,2003
31246,-0.042515,-0.352144,1300.0,2003
53894,-0.913071,0.192346,600.0,2000
14641,0.558603,-0.493896,1500.0,2003
47652,-1.022717,-0.144766,900.0,2004
19061,0.227806,-0.807016,1500.0,2005
09526,0.689828,0.157188,1800.0,2001
19061,0.222805,-0.809888,1500.0,2005
26935,-0.476707,-0.737703,2300.0,2015
09526,0.699053,0.1761,1800.0,2001
19061,0.229482,-0.812996,1500.0,2005
31246,-0.059081,-0.357619,1300.0,2003
16792,0.697435,-0.607695,2000.0,2004
19061,0.225352,-0.802903,1500.0,2005
53945,-0.897481,0.255065,660.0,2002
21710,-0.274457,-0.833702,600.0,1996
59227,-0.618615,-0.220061,2300.0,2011
53945,-0.88953,0.242116,660.0,2002
16248,0.860465,-0.584584,600.0,1994
21710,-0.272836,-0.831242,600.0,1996
57399,-0.573074,0.03911,500.0,1995
59469,-0.598454,-0.126178,600.0,2000
53894,-0.924378,0.194307,750.0,2000
33142,-0.450176,-0.127154,2300.0,2014
19077,0.233065,-0.756742,2500.0,2006
48739,-0.811043,-0.293111,1500.0,2002
53894,-0.916426,0.181359,750.0,2000
16792,0.695386,-0.620564,2000.0,2004
19077,0.231016,-0.76961,2500.0,2006
31191,-0.11284,-0.369037,2000.0,2002
39356,0.153115,-0.378683,2000.0,2002
19061,0.223303,-0.815771,1500.0,2005
19061,0.231862,-0.807361,1500.0,2005
24805,-0.228061,-1.021923,3000.0,2016
26506,-0.778992,-0.804348,150.0,1991
26409,-0.660067,-0.821295,2000.0,2005
17291,0.822049,-0.684823,800.0,2010
26409,-0.642422,-0.810648,2000.0,2005
49685,-0.544024,-0.555196,2300.0,2007
26632,-0.721875,-0.749243,3050.0,2017
39356,0.155398,-0.400444,2000.0,2002
17291,0.8016,-0.742379,800.0,2010
49685,-0.537348,-0.558304,2300.0,2007
26409,-0.661088,-0.801688,2000.0,2005
26632,-0.74363,-0.730753,3050.0,2017
24800,-0.225766,-1.035341,3000.0,2016
59590,-0.480759,-0.163291,80.0,1992
17291,0.844829,-0.719055,800.0,2010
49685,-0.541478,-0.548211,2300.0,2008
24800,-0.224145,-1.032881,3000.0,2016
17291,0.80143,-0.695513,800.0,2010
49685,-0.543527,-0.561079,2300.0,2008
26409,-0.651434,-0.826446,2000.0,2005
26632,-0.73646,-0.765352,3050.0,2017
26409,-0.646415,-0.798459,2000.0,2005
26632,-0.724776,-0.732624,3050.0,2017
49685,-0.534968,-0.552669,2300.0,2008
26409,-0.664102,-0.814747,2000.0,2006
26632,-0.749635,-0.745964,3050.0,2017
24980,-0.294704,-1.207514,2300.0,2004
26506,-0.797659,-0.795389,500.0,1994
15913,0.887536,-0.242452,500.0,1999
26632,-0.724481,-0.75968,3050.0,2017
49685,-0.546275,-0.550708,2300.0,2008
24800,-0.229146,-1.035753,3000.0,2016
49685,-0.538323,-0.563656,2300.0,2008
26506,-0.788005,-0.820147,225.0,1994
24805,-0.221385,-1.025031,3000.0,2016
49685,-0.53789,-0.545534,2300.0,2008
09328,0.555925,0.067238,600.0,1995
26506,-0.782985,-0.792159,500.0,1994
49685,-0.54752,-0.559246,2300.0,2008
49685,-0.533056,-0.558114,2300.0,2008
49685,-0.5448,-0.544772,2300.0,2007
49685,-0.542517,-0.566534,2300.0,2008
49685,-0.533291,-0.547622,2300.0,2007
24980,-0.30849,-1.183422,2300.0,2004
49685,-0.549857,-0.553098,2000.0,2009
26506,-0.800673,-0.808448,500.0,1994
59227,-0.609389,-0.201149,2300.0,2012
25924,-0.436077,-1.224074,3370.0,2011
49685,-0.534476,-0.565012,2000.0,2009
25924,-0.426423,-1.248832,3370.0,2011
48324,-0.644046,-0.227532,1500.0,2002
48324,-0.636095,-0.24048,1500.0,2002
48324,-0.635661,-0.222358,1500.0,2003
33165,-0.363437,-0.171438,250.0,1996
48324,-0.645292,-0.236069,1500.0,2003
48324,-0.630827,-0.234938,1500.0,2003
48324,-0.642571,-0.221596,1500.0,2003
15518,0.903452,-0.417908,1500.0,2002
15518,0.897715,-0.393932,1500.0,2002
15518,0.890086,-0.417693,1500.0,2002
15518,0.907731,-0.407046,1500.0,2002
15518,0.889064,-0.398086,1500.0,2002
15518,0.898718,-0.422845,1500.0,2002
18196,0.421617,-0.944231,1500.0,1999
87463,-0.039743,1.120179,1300.0,2001
21769,-0.325481,-0.822783,150.0,1993
21769,-0.32386,-0.820322,150.0,1993
21769,-0.328861,-0.823194,500.0,2002
18236,0.312703,-0.965606,800.0,2009
25860,-0.332489,-1.126483,2300.0,2014
25870,-0.357169,-1.068127,200.0,1992
47608,-1.00281,-0.124559,1000.0,2003
31185,-0.059933,-0.345771,2050.0,2010
56761,-0.773821,0.305697,2300.0,2006
56761,-0.785566,0.319039,2300.0,2006
15936,0.718416,-0.245669,2530.0,2016
48727,-0.749019,-0.270387,300.0,1995
31185,-0.064934,-0.348643,2050.0,2017
59469,-0.589229,-0.107266,500.0,1994
15936,0.712679,-0.221693,2530.0,2016
59427,-0.670103,-0.128155,600.0,1999
59929,-0.442885,-0.098154,250.0,1995
15936,0.70505,-0.245455,2530.0,2016
59469,-0.605794,-0.112742,500.0,1994
59929,-0.445449,-0.064553,250.0,1995
59427,-0.674233,-0.118062,600.0,1995
25852,-0.373104,-1.153007,3075.0,2014
15837,0.725914,-0.285787,2000.0,2006
46342,-0.837935,-0.236778,800.0,2007
54570,-0.894119,0.346819,1500.0,2002
47608,-0.988345,-0.123427,1000.0,2003
16278,0.837503,-0.624978,3370.0,2012
16244,0.771027,-0.562772,1500.0,2000
99718,0.116837,-0.013931,3300.0,2016
46342,-0.849242,-0.234816,800.0,2007
19061,0.220555,-0.805399,1500.0,2005
48607,-0.778608,-0.345548,1800.0,2003
31185,-0.058257,-0.351751,2050.0,2010
19061,0.228506,-0.818348,1500.0,2005
19061,0.22894,-0.800226,1500.0,2005
54570,-0.899119,0.343947,300.0,2003
24980,-0.310053,-1.214762,2300.0,2011
18196,0.419568,-0.957099,1500.0,1999
19061,0.219309,-0.813937,1500.0,2005
19061,0.233774,-0.812805,1500.0,2005
48607,-0.789915,-0.343587,1800.0,2003
18196,0.428126,-0.948689,2000.0,2002
16278,0.852884,-0.636893,3370.0,2012
48607,-0.781964,-0.356535,1800.0,2003
26427,-0.683884,-0.821112,3000.0,2013
19077,0.239575,-0.7612,2500.0,2006
25852,-0.370821,-1.174768,3075.0,2014
54597,-0.975231,0.334275,600.0,2002
25852,-0.361595,-1.155857,3075.0,2014
16278,0.847147,-0.612917,3370.0,2012
21730,-0.316956,-0.889628,1300.0,1999
25852,-0.378161,-1.161333,3075.0,2014
21730,-0.315335,-0.887168,1300.0,1999
54597,-0.989016,0.358366,500.0,1998
16278,0.839518,-0.636678,3370.0,2012
48607,-0.78153,-0.338414,1800.0,2003
21730,-0.320336,-0.89004,1300.0,2000
48607,-0.79116,-0.352125,1800.0,2003
98593,0.004824,0.13445,1.0,2013
54597,-0.990579,0.327026,500.0,1998
14913,0.622337,-0.256184,2000.0,2002
54597,-0.973892,0.349087,600.0,1999
14913,0.640232,-0.278167,2000.0,2003
85250,0.191953,0.926633,10.0,2016
95195,0.362694,0.359864,2780.0,2017
24848,-0.227544,-1.077431,3050.0,2017
95195,0.36937,0.356756,2780.0,2017
25852,-0.36278,-1.173247,3075.0,2014
